馬番1,馬番2,馬単(1→2),馬単(2→1),馬連
4,10,691.1,672.9,363.7
4,11,441.4,417.6,228.9
4,12,1061.1,1051.4,563.3
4,13,1243.9,1238.3,661.9
4,14,267.5,239.8,134.9
4,15,1484.7,1484.6,791.8
4,16,387.9,362.9,200.0
4,17,3254.7,3294.7,1746.4
4,18,2149.0,2164.0,1150.1
4,19,686.6,668.4,361.3
4,20,624.2,604.6,327.6
4,21,3107.5,3144.3,1667.1
4,22,9639.2,9824.2,5189.8
4,23,1667.5,1671.5,890.4
4,24,1029.9,1019.5,546.5
5,6,745.0,725.0,391.9
5,7,854.1,836.4,450.8
5,8,289.5,259.7,146.0
5,9,1304.9,1296.8,693.8
5,10,735.5,715.3,386.8
5,11,469.8,443.9,243.4
5,12,1129.3,1117.5,599.1
5,13,1323.9,1316.2,704.0
5,14,284.7,254.9,143.4
5,15,1580.1,1577.9,842.1
5,16,412.8,385.7,212.7
5,17,3464.0,3501.9,1857.5
5,18,2287.2,2300.0,1223.2
5,19,730.8,710.4,384.2
5,20,664.3,642.6,348.4
5,21,3307.4,3342.0,1773.1
5,22,10259.0,10441.9,5519.8
5,23,1774.7,1776.6,947.0
5,24,1096.1,1083.6,581.2
6,7,367.6,369.9,196.7
6,8,124.6,114.9,63.7
6,9,561.6,573.5,302.7
6,10,316.5,316.3,168.8
6,11,202.2,196.3,106.2
6,12,486.0,494.2,261.4
6,13,569.8,582.1,307.1
6,14,122.5,112.7,62.6
6,15,680.0,697.8,367.4
6,16,177.7,170.6,92.8
6,17,1490.7,1548.7,810.2
6,18,984.3,1017.2,533.6
6,19,314.5,314.2,167.6
6,20,285.9,284.2,152.0
6,21,1423.4,1478.0,773.4
6,22,4415.1,4617.9,2407.6
6,23,763.8,785.7,413.1
6,24,471.7,479.2,253.6
7,8,143.7,131.7,73.3
7,9,647.9,657.5,348.1
7,10,365.2,362.7,194.1
7,11,233.3,225.1,122.2
7,12,560.8,566.6,300.6
7,13,657.4,667.4,353.2
7,14,141.4,129.2,72.0
7,15,784.6,800.1,422.5
7,16,205.0,195.6,106.8
7,17,1720.0,1775.6,931.9
7,18,1135.6,1166.2,613.7
7,19,362.8,360.2,192.8
7,20,329.9,325.8,174.8
7,21,1642.2,1694.5,889.6
7,22,5093.9,5294.5,2769.2
7,23,881.2,900.8,475.1
7,24,544.3,549.4,291.6
8,9,201.2,222.8,112.8
8,10,113.4,122.9,62.9
8,11,72.4,76.3,39.6
8,12,174.1,192.0,97.4
8,13,204.1,226.2,114.4
8,14,43.9,43.8,23.4
8,15,243.6,271.1,136.9
8,16,63.6,66.3,34.6
8,17,534.0,601.7,301.8
8,18,352.6,395.2,198.8
8,19,112.7,122.1,62.5
8,20,102.4,110.4,56.7
8,21,509.9,574.3,288.1
8,22,1581.6,1794.2,896.7
8,23,273.6,305.3,153.9
8,24,169.0,186.2,94.5
9,10,566.2,554.1,298.7
9,11,361.6,343.8,188.0
9,12,869.4,865.7,462.7
9,13,1019.2,1019.6,543.7
9,14,219.2,197.4,110.8
9,15,1216.5,1222.3,650.3
9,16,317.8,298.8,164.3
9,17,2666.7,2712.7,1434.4
9,18,1760.8,1781.7,944.6
9,19,562.6,550.3,296.7
9,20,511.4,497.8,269.1
9,21,2546.2,2588.9,1369.2
9,22,7897.8,8088.8,4262.5
9,23,1366.2,1376.2,731.3
9,24,843.8,839.4,448.9
10,11,199.5,193.8,104.8
10,12,479.5,487.9,258.0
10,13,562.1,574.7,303.1
10,14,120.9,111.3,61.8
10,15,670.9,688.9,362.6
10,16,175.3,168.4,91.6
10,17,1470.8,1529.0,799.7
10,18,971.1,1004.2,526.6
10,19,310.3,310.2,165.5
10,20,282.1,280.6,150.0
10,21,1404.3,1459.2,763.3
10,22,4356.0,4559.1,2376.1
10,23,753.5,775.7,407.7
10,24,465.4,473.1,250.3
11,12,297.6,311.6,162.4
11,13,348.8,367.1,190.8
11,14,75.0,71.1,38.9
11,15,416.4,440.0,228.2
11,16,108.8,107.6,57.7
11,17,912.7,976.6,503.2
11,18,602.7,641.4,331.4
11,19,192.6,198.1,104.2
11,20,175.0,179.2,94.5
11,21,871.5,932.0,480.4
11,22,2703.2,2912.0,1495.3
11,23,467.6,495.4,256.6
11,24,288.8,302.2,157.5
12,13,878.3,882.4,469.5
12,14,188.9,170.9,95.7
12,15,1048.3,1057.9,561.6
12,16,273.9,258.6,141.9
12,17,2298.0,2347.8,1238.7
12,18,1517.3,1542.0,815.8
12,19,484.8,476.3,256.3
12,20,440.7,430.8,232.4
12,21,2194.1,2240.5,1182.4
12,22,6805.8,7000.5,3680.9
12,23,1177.3,1191.1,631.6
12,24,727.2,726.5,387.6
13,14,222.5,200.3,112.4
13,15,1234.6,1240.1,659.9
13,16,322.6,303.1,166.7
13,17,2706.6,2752.2,1455.6
13,18,1787.1,1807.6,958.6
13,19,571.0,558.3,301.1
13,20,519.1,505.0,273.0
13,21,2584.2,2626.5,1389.4
13,22,8015.9,8206.4,4325.3
13,23,1386.7,1396.3,742.1
13,24,856.5,851.6,455.5
14,15,239.1,266.7,134.5
14,16,62.5,65.2,34.0
14,17,524.1,591.9,296.5
14,18,346.0,388.7,195.3
14,19,110.6,120.1,61.4
14,20,100.5,108.6,55.7
14,21,500.4,564.8,283.0
14,22,1552.1,1764.8,880.9
14,23,268.5,300.3,151.2
14,24,165.8,183.1,92.8
15,16,386.7,361.8,199.4
15,17,3244.7,3284.9,1741.2
15,18,2142.4,2157.5,1146.6
15,19,684.5,666.4,360.2
15,20,622.3,602.7,326.6
15,21,3098.0,3134.9,1662.0
15,22,9609.7,9794.8,5174.0
15,23,1662.4,1666.5,887.7
15,24,1026.8,1016.4,544.8
16,17,793.1,858.2,439.7
16,18,523.7,563.7,289.6
16,19,167.3,174.1,91.0
16,20,152.1,157.5,82.5
16,21,757.3,819.0,419.7
16,22,2349.0,2559.0,1306.4
16,23,406.4,435.4,224.2
16,24,251.0,265.6,137.6
17,18,4754.7,4729.6,2529.1
17,19,1519.1,1460.9,794.4
17,20,1381.0,1321.3,720.3
17,21,6875.6,6872.2,3666.1
17,22,21327.1,21472.0,11413.0
17,23,3689.3,3653.3,1958.0
17,24,2278.7,2228.2,1201.7
18,19,997.8,964.6,523.1
18,20,907.0,872.4,474.4
18,21,4515.8,4537.6,2414.2
18,22,14007.4,14177.4,7515.7
18,23,2423.1,2412.2,1289.4
18,24,1496.6,1471.2,791.4
19,20,280.2,278.7,149.0
19,21,1394.8,1449.8,758.3
19,22,4326.5,4529.7,2360.4
19,23,748.4,770.7,405.0
19,24,462.3,470.1,248.6
20,21,1261.6,1318.0,687.6
20,22,3913.3,4117.9,2140.3
20,23,677.0,700.6,367.2
20,24,418.1,427.3,225.4
21,22,20353.1,20501.3,10894.4
21,23,3520.8,3488.2,1869.0
21,24,2174.6,2127.5,1147.1
22,23,11000.7,10819.8,5818.4
22,24,6794.6,6599.2,3570.9
23,24,1156.0,1141.6,612.7
